DTC 	DTC Text
P060500 	Internal Contr.Module ROM Test Error
P060600 	ECM/PCM Processor
P060700 	Control Module Performance
P060800 	Control Module VSS Output "A"
P060900 	Control Module VSS Output "B"
P060A00 	Internal Control Module Monitoring Processor Performance
P061000 	Control Module Vehicle Options Error
P061300 	TCM Processor
P061400 	ECM/TCM Incompatible
P061500 	Starter Relay Circuit
P061600 	Starter Relay Circuit Low
P061700 	Starter Relay Circuit High
P062700 	Fuel Pump "A" Control Circuit/Open
P062800 	Fuel Pump "A" Control Circuit Low
P062900 	Fuel Pump "A" Control Circuit High
P062B00 	Internal Control Module Fuel Injector Control Performance
P062F00 	Internal Control Module EEPROM Error
P063400 	PCM/ECM/TCM Internal Temperature Too High
P063800 	Throttle Actuator Control (Bank1) Range/Performance
P063900 	Throttle Actuator Control (Bank2) Range/Performance
P064100 	Sensor Reference Voltage "A" Circuit Open
P064200 	Sensor Reference Voltage "A" Circuit Low
P064300 	Sensor Reference Voltage "A" Circuit High
P064500 	AC clutch relais circuit
P064C00 	Glow Plug Control Module
P065000 	Malfunction Indicator Lamp Control Circ.
P065100 	Sensor Reference Voltage "B" Circuit Open
P065200 	Sensor Reference Voltage "B" Circuit Low
P065300 	Sensor Reference Voltage "B" Circuit High
P065400 	Engine RPM Output Circuit
P065600 	Fuel Level Output Circuit
P065700 	Actuator Supply Voltage "A" Circuit/Open
P065800 	Actuator Supply Voltage "A" Circuit Low
P065900 	Actuator Supply Voltage "A" Circuit High
P066000 	Intake Manifold Tuning Control Circuit - Bank1
P066100 	Intake Manifold Tuning Control Circuit - Bank1 Low
P066200 	Intake Manifold Tuning Control Circuit - Bank1 High
P066600 	PCM/ECM/TCM Internal Temperature Sensor "A" Circuit
P066700 	PCM/ECM/TCM Internal Temperature Sensor "A" Range/Performance
P066800 	PCM/ECM/TCM Internal Temperature Sensor "A" Circuit Low
P066900 	PCM/ECM/TCM Internal Temperature Sensor "A" Circuit High
P066A00 	Cylinder 1 Glow Plug Control Circuit Low
P066C00 	Cylinder 2 Glow Plug Control Circuit Low
P066E00 	Cylinder 3 Glow Plug Control Circuit Low
P067000 	Glow Plug Module Control Circuit
P067100 	Cylinder 1 Glow Plug Circuit
P067200 	Cylinder 2 Glow Plug Circuit
P067300 	Cylinder 3 Glow Plug Circuit
P067400 	Cylinder 4 Glow Plug Circuit
P067500 	Cylinder 5 Glow Plug Circuit
P067600 	Cylinder 6 Glow Plug Circuit
P067700 	Cylinder 7 Glow Plug Circuit
P067800 	Cylinder 8 Glow Plug Circuit
P067900 	Cylinder 9 Glow Plug Circuit
P067A00 	Cylinder 4 Glow Plug Control Circuit Low
P067C00 	Cylinder 5 Glow Plug Control Circuit Low
P067E00 	Cylinder 6 Glow Plug Control Circuit Low
P068000 	Cylinder 10 Glow Plug Circuit
P068100 	Cylinder 11 Glow Plug Circuit
P068200 	Cylinder 12 Glow Plug Circuit
P068400 	Glow Plug Control Module to PCM Comm.Circuit Range/Performance
P068500 	EMC/PCM Power Relay Control Circuit Open
P068600 	EMC/PCM Power Relay Control Circuit Low
P068700 	EMC/PCM Power Relay Control Circuit High
P068800 	EMC/PCM Power Relay Sense Circuit Open
P068A00 	ECM/PCM Power Relay De-Energized Performance - Too Early
P068B00 	ECM/PCM Power Relay De-Energized Performance - Too Late
P068C00 	Cylinder 7 Glow Plug Control Circuit Low
P068E00 	Cylinder 8 Glow Plug Control Circuit Low
P069100 	Cooling Fan 1 Control Circuit Low
P069200 	Cooling Fan 1 Control Circuit High
P069300 	Cooling Fan 2 Control Circuit Low
P069400 	Cooling Fan 2 Control Circuit High
P069700 	Sensor Reference Voltage "C" Circuit Open
P069800 	Sensor Reference Voltage "C" Circuit Low
P069900 	Sensor Reference Voltage "C" Circuit High
P069A00 	Cylinder 9 Glow Plug Control Circuit Low
P069C00 	Cylinder 10 Glow Plug Control Circuit Low
P06A300 	Sensor Reference Voltage "D" Circuit/Open
P06B900 	Cylinder 1 Glow Plug Circuit Range/Performance
P06BA00 	Cylinder 2 Glow Plug Circuit Range/Performance
P06BB00 	Cylinder 3 Glow Plug Circuit Range/Performance
P06BC00 	Cylinder 4 Glow Plug Circuit Range/Performance
P06BD00 	Cylinder 5 Glow Plug Circuit Range/Performance
P06BE00 	Cylinder 6 Glow Plug Circuit Range/Performance
P06BF00 	Cylinder 7 Glow Plug Circuit Range/Performance
P06C000 	Cylinder 8 Glow Plug Circuit Range/Performance
P06C100 	Cylinder 9 Glow Plug Circuit Range/Performance
P06C200 	Cylinder 10 Glow Plug Circuit Range/Performance
P06C300 	Cylinder 11 Glow Plug Circuit Range/Performance
P06C400 	Cylinder 12 Glow Plug Circuit Range/Performance
P06C500 	Cylinder 1 Glow Plug Incorrect
P06C600 	Cylinder 2 Glow Plug Incorrect
P06C700 	Cylinder 3 Glow Plug Incorrect
P06C800 	Cylinder 4 Glow Plug Incorrect
P06C900 	Cylinder 5 Glow Plug Incorrect
P06CA00 	Cylinder 6 Glow Plug Incorrect
P06CB00 	Cylinder 7 Glow Plug Incorrect
P06CC00 	Cylinder 8 Glow Plug Incorrect
P06CD00 	Cylinder 9 Glow Plug Incorrect
P06CE00 	Cylinder 10 Glow Plug Incorrect
P06CF00 	Cylinder 11 Glow Plug Incorrect
P06D000 	Cylinder 12 Glow Plug Incorrect
P06D200 	Sensor Reference Voltage "E" Circuit/Open
P06E000 	Cylinder 11 Glow Plug Control Circuit Low
P06E200 	Cylinder 12 Glow Plug Control Circuit Low
P070000 	Transm.Contr.System Malfunction
P070100 	Transm.Contr.System Range/Performance
P070200 	Transm.Contr.System Electrical
P070300 	Torque Converter/Brake Switch B Circ. Malfunction
P070400 	Clutch Switch Input Circuit
P070500 	Transm.Range Sensor "A" Circ.(PRNDL Inp.) Malfunction
P070600 	Transm.Range Sensor "A" Circ. Range/Performance
P070700 	Transm.Range Sensor "A" Circ. Low Input
P070800 	Transm.Range Sensor "A" Circ. High Input
P071000 	Transm.Fluid Temp.Sensor Circ. Malfunction
P071100 	Transm.Fluid Temp.Sensor Circ. Range/Performance
P071200 	Transm.Fluid Temp.Sensor Circ. Low Input
P071300 	Transm.Fluid Temp.Sensor Circ. High Input
P071400 	Transm.Fluid Temp.Sensor Circ. Intermittent
P071500 	Input Turbine/Speed Sensor "A" Circ.
P071600 	Input Turbine/Speed Sensor "A"Circ. Range/Performance
P071700 	Input Turbine/Speed Sensor "A"Circ. No Signal
P072000 	Output Speed Sensor Circ. Malfunction
P072100 	Output Speed Sensor Circ. Range/Performance
P072200 	Output Speed Sensor Circ. No Signal
P072500 	Engine Speed Input Ciruit
P072600 	Engine Speed Inp.Circ. Range/Performance
P072700 	Engine Speed Inp.Circ. No Signal
P072900 	Gear 6 Incorrect Ratio
P072B00 	Stuck in Reverse
P072C00 	Stuck in Gear 1
P072D00 	Stuck in Gear 2
P072E00 	Stuck in Gear 3
P072F00 	Stuck in Gear 4
P073000 	Gear Incorrect Ratio
P073100 	Gear 1 Incorrect Ratio
P073200 	Gear 2 Incorrect Ratio
P073300 	Gear 3 Incorrect Ratio
P073400 	Gear 4 Incorrect Ratio
P073500 	Gear 5 Incorrect Ratio
P073600 	Reverse Incorrect Ratio
P073A00 	Stuck in Gear 5
P073B00 	Stuck in Gear 6
P073C00 	Stuck in Gear 7
P073E00 	Unable to Engage Reverse
P073F00 	Unable to Engage Gear 1
P074000 	Torque Converter Clutch Circ. Malfunction
P074100 	Torque Converter Clutch Circ. Performance or Stuck Off
P074300 	Torque Converter Clutch Circ. Electrical
P074600 	Pressure Contr.Solenoid A Performance or Stuck Off
P074700 	Pressure Contr.Solenoid A Stuck On
P074800 	Pressure Contr.Solenoid A Electrical
P074900 	Pressure Contr.Solenoid A Intermittent
P074A00 	Unable to Engage Gear 2
P074B00 	Unable to Engage Gear 3
P074C00 	Unable to Engage Gear 4
P074D00 	Unable to Engage Gear 5
P074E00 	Unable to Engage Gear 6
P074F00 	Unable to Engage Gear 7
P075000 	Shift Solenoid A Malfunction
P075100 	Shift Solenoid A Performance or Stuck Off
P075200 	Shift Solenoid A Stuck On
P075300 	Shift Solenoid A Electrical
P075400 	Shift Solenoid "A" Intermittent
P075600 	Shift Solenoid B Performance or Stuck Off
P075700 	Shift Solenoid B Stuck On
P075800 	Shift Solenoid B Electrical
P076100 	Shift Solenoid C Performance or Stuck Off
P076200 	Shift Solenoid C Stuck On
P076300 	Shift Solenoid C Electrical
P076400 	Shift Solenoid "C" Intermittent
P076600 	Shift Solenoid D Performance or Stuck Off
P076800 	Shift Solenoid D Electrical
P077100 	Shift Solenoid E Performance or Stuck Off
P077300 	Shift Solenoid E Electrical
P077600 	Pressure Contr.Solenoid B Performance or Stuck Off
P077700 	Pressure Contr.Solenoid B Stuck On
P077800 	Pressure Contr.Solenoid B Electrical
P077900 	Pressure Contr.Solenoid B Intermittent
P078000 	Shift
P078100 	1-2 Shift
P078200 	2-3 Shift
P078300 	3-4 Shift
P078400 	4-5 Shift
P078500 	Shift/Timing Solenoid
P079000 	Normal/Performance Switch Circ. Malfunction
P079100 	Intermediate Shaft Speed Sensor "A" Circuit
P079600 	Pressure Contr.Solenoid C Performance or Stuck Off
P079700 	Pressure Contr.Solenoid C Stuck On
P079800 	Pressure Contr.Solenoid C Electrical
P079900 	Pressure Contr.Solenoid C Intermittent
P080500 	Clutch Position Sensor Circuit
P080700 	Clutch Position Sensor Circuit Low
P080800 	Clutch Position Sensor Circuit High
P081000 	Clutch Position Control Error
P081100 	Excessive Clutch Slippage
P081500 	Upshift Switch Circuit
P081600 	Downshift Switch Circuit
P081700 	Starter Disable Circuit
P082000 	Gear Lever X-Y Position Sensor Circuit
P082600 	Up and Down Shift Switch Circuit
P082900 	5-6 Shift
P084000 	Transmission Fluid Pressure Sensor/Switch A
P084100 	Transmission Fluid Pressure Sensor/Switch A Range/Performance
P084200 	Transmission Fluid Pressure Sensor/Switch "A" Circuit Low
P084300 	Transmission Fluid Pressure Sensor/Switch "A" Circuit High
P084400 	Transmission Fluid Pressure Sensor/Switch "A" Intermittend
P084500 	Transmission Fluid Pressure Sensor/Switch B
P084600 	Transmission Fluid Pressure Sensor/Switch B Range/Performance
P084700 	Transmission Fluid Pressure Sensor/Switch "B" Circuit Low
P084800 	Transmission Fluid Pressure Sensor/Switch "B" Circuit High
P084900 	Transmission Fluid Pressure Sensor/Switch "B" Intermittend
P085000 	Park/Neutral Switch Input Circuit
P085100 	Park/Neutral Switch Input Circuit Low
P085200 	Park/Neutral Switch Input Circuit High
P086300 	TCM Communication Circuit
P086400 	TCM Communication Circuit Range/Performance
P086500 	TCM Communication Circuit Low
P086800 	Transmission Fluid Pressure Low
P088400 	TCM Power Input Signal Intermittent
P088600 	TCM Power Relay Control Circuit Low
P088700 	TCM Power Relay Control Circuit High
P088900 	TCM Power Relay Sense Circuit Range/Performance
P089000 	TCM Power Relay Sense Circuit Low
P089100 	TCM Power Relay Sense Circuit High
P089200 	TCM Power Relay Sense Circuit Intermittent
P089700 	Transmission Fluid Deteriorated
P090400 	Gate Select Position Circuit
P090500 	Gate Select Position Circuit Range/Performance
P090600 	Gate Select Position Low
P090700 	Gate Select Position Circuit High
P091400 	Gear Shift Position Circuit
P091600 	Gear Shift Position Circuit Low
P091700 	Gear Shift Position Circuit High
P091900 	Gear Shift Position Control Error
P092800 	Gear Shift Lock Solenoid Control Circuit/Open
P092900 	Gear Shift Lock Solenoid Control Circuit Range/Performance
P093000 	Gear Shift Lock Solenoid Control Circuit Low
P093100 	Gear Shift Lock Solenoid Control Circuit High
P094400 	Hydraulic Pressure Unit Loss of Pressure
P094500 	Hydraulic Pump Relay Circuit/Open
P094700 	Hydraulic Pump Relay Circuit Low
P094800 	Hydraulic Pump Relay Circuit High
P0A0900 	DC/DC Converter Status Circuit Low
P0A0A00 	High Voltage System Inter-Lock Circuit
P0A1F00 	Battery Energy Control Module
P0A2A00 	Drive Motor "A" Temperature Sensor Circuit
P0A2B00 	Drive Motor "A" Temperature Sensor Circuit Range/Performance
P0A2C00 	Drive Motor "A" Temperature Sensor Circuit Low
P0A2D00 	Drive Motor "A" Temperature Sensor Circuit High
P0A4000 	Drive Motor "A" Position Sensor Circuit Range/Performance
P0A4100 	Drive Motor "A" Position Sensor Circuit Low
P0A4200 	Drive Motor "A" Position Sensor Circuit High
P0A4400 	Drive Motor "A" Position Sensor Circuit Overspeed
P0A5200 	Drive Motor "A" Current Sensor Circuit Range/Performance
P0A5300 	Drive Motor "A" Current Sensor Circuit Low
P0A5400 	Drive Motor "A" Current Sensor Circuit High
P0A5D00 	Drive Motor "A" Phase U Current
P0A5E00 	Drive Motor "A" Phase U Current Low
P0A5F00 	Drive Motor "A" Phase U Current High
P0A6000 	Drive Motor "A" Phase V Current
P0A6100 	Drive Motor "A" Phase V Current Low
P0A6200 	Drive Motor "A" Phase V Current High
P0A7E00 	Hybrid Battery Pack Over Temperature
P0A7F00 	Hybrid Battery Pack Deterioration
P0A8000 	Replace Hybrid Battery Pack
P0A8B00 	14 Volt Power Module System Voltage
P0A8D00 	14 Volt Power Module System Voltage Low
P0A8E00 	14 Volt Power Module System Voltage High
P0A9000 	Drive Motor "A" Performance
P0A9500 	High Voltage Fuse
P0A9D00 	Hybrid Battery Temperature Sensor "A" Circuit Low
P0A9E00 	Hybrid Battery Temperature Sensor "A" Circuit High
P0AA600 	Hybrid Battery Voltage System Isolation Fault
P0AAE00 	Hybrid Battery Pack Air Temperature Sensor "A" Circuit Low
P0AAF00 	Hybrid Battery Pack Air Temperature Sensor "A" Circuit High
P0AB300 	Hybrid Battery Pack Air Temperature Sensor "B" Circuit Low
P0AB400 	Hybrid Battery Pack Air Temperature Sensor "B" Circuit High
P0ABB00 	Hybrid Battery Pack Voltage Sense "A" Circuit Range/Performance
P0ABC00 	Hybrid Battery Pack Voltage Sense "A" Circuit Low
P0ABD00 	Hybrid Battery Pack Voltage Sense "A" Circuit High
P0ABF00 	Hybrid Battery Pack Current Sensor "A" Circuit
P0AC000 	Hybrid Battery Pack Current Sensor "A" Circuit Range/Performance
P0AC100 	Hybrid Battery Pack Current Sensor "A" Circuit Low
P0AC200 	Hybrid Battery Pack Current Sensor "A" Circuit High
P0AC700 	Hybrid Battery Temperature Sensor "B" Circuit Low
P0AC800 	Hybrid Battery Temperature Sensor "B" Circuit High
P0AED00 	Drive Motor Inverter Temperature Sensor "A" Circuit
P0AEE00 	Drive Motor Inverter Temperature Sensor "A" Circuit Range/Performance
P0AEF00 	Drive Motor Inverter Temperature Sensor "A" Circuit Low
P0AF000 	Drive Motor Inverter Temperature Sensor "A" Circuit High
P0AF800 	Hybrid Battery System Voltage
P0AFA00 	Hybrid Battery System Voltage Low
P0AFB00 	Hybrid Battery System Voltage High
P0AFC00 	Hybrid Battery Pack Sensor Module
P0AFD00 	Hybrid Battery Pack Temperature Too Low
P0B1500 	Hybrid Battery Pack Voltage Sense "B" Circuit Range/Performance
P0B1600 	Hybrid Battery Pack Voltage Sense "B" Circuit Low
P0B1700 	Hybrid Battery Pack Voltage Sense "B" Circuit High
P0B2400 	Hybrid Battery "A" Voltage Unstable
P0B2500 	Hybrid Battery "A" Voltage Low
P0B2600 	Hybrid Battery "A" Voltage High
P0B2900 	Hybrid Battery "B" Voltage Low
P0B2A00 	Hybrid Battery "B" Voltage High
P100000 	Cyl.9-Fuel Inj.Circ. -N299 Malfunction
P100100 	Cyl.10-Fuel Inj.Circ. -N300 Malfunction
P100200 	Cyl.11-Fuel Inj.Circ. -N301 Malfunction
P100300 	Cyl.12-Fuel Inj.Circ. -N302 Malfunction
P100400 	Torque difference cylinder 1 Limiting value exceeded
P100500 	Torque difference cylinder 2 Limiting value exceeded
P100600 	Torque difference cylinder 3 Limiting value exceeded
P100700 	Torque difference cylinder 4 Limiting value exceeded
P100800 	Air mass meter 1/2 Implausible signal
P100900 	Air mass meter 1/2 implausible signal from load detection
P100A00 	Recirculating valve for turbocharger bank 2 Electrical malfunction
P100B00 	Recirculating valve for turbocharger bank 2 Short-circuit to ground
P100C00 	Recirculating valve for turbocharger bank 2 Short circuit to B+
P100D00 	Turbocharger Adjustment difficulty of movement or blocked
P100E00 	Torque intervention due to turbocharger protection
P100F00 	Fuel injector Mechanical malfunction
P101000 	Cyl.9-Fuel Inj.Circ. -N299 Open circuit
P101100 	Cyl.10-Fuel Inj.Circ. -N300 Open circuit
P101200 	Cyl.11-Fuel Inj.Circ. -N301 Open circuit
P101300 	Cyl.12-Fuel Inj.Circ. -N302 Open circuit
P101400 	Bypass Flap Filter Valve -N275- Short circuit to B+
P101500 	Bypass Flap Filter Valve -N275- Short-circuit to ground
P101600 	Bypass Flap Filter Valve -N275- Open circuit
P101700 	Intake Manifold Runner Bank 2 Upper stop not reached
P101800 	Intake Manifold Runner Bank 2 lower limit not reached
P101900 	NOX Sensor -G295 Slow Response
P101A00 	Activation of turbocharger adjustment Short circuit to ground/open circuit
P101B00 	Activation of turbocharger adjustment Short circuit to B+
P101C00 	Activation of turbocharger adjustment bank 2 Short circuit to ground/open circuit
P101D00 	Activation of turbocharger adjustment bank 2 Short circuit to B+
P101E00 	Rpm limit due to excess temperature
P101F00 	Fuel high pressure Maximum exceeded
P102000 	Fuel Pressure Regulation Value above upper control limit
P102100 	'A' Camshaft Position (Bank 1) Timing Over-Advanced or System Performance
P102200 	'A' Camshaft Position (Bank 1) Timing Over-Advanced or System Performance
P102300 	Fuel Pressure Regulator Valve Short-circuit to ground
P102400 	Fuel Pressure Regulator Valve Open circuit
P102500 	Fuel Pressure Regulator Valve Mechanical malfunction
P102600 	Intake manifold Runner Control (IMRC) Short circuit to B+
P102700 	Intake manifold Runner Control (IMRC) Short-circuit to ground
P102800 	Intake manifold Runner Control (IMRC) Open circuit
P102900 	Intake Manifold Runner Control (IMRC) Valve -N316- Upper stop not reached
P102A00 	Torque limitation due to coolant temperature
P102B00 	Torque limitation due to engine oil temperature
P102C00 	Torque limitation due to fuel temperature
P102D00 	Torque limitation due to intake air temperature
P102E00 	Torque limitation due to exhaust temperature
P103000 	Intake Manifold Runner Control (IMRC) Valve -N316- lower limit not reached
P103100 	Intake Manifold Runner Control (IMRC) Valve -N316- Target value not reached
P103200 	NOX Sensor Signal too high
P103300 	NOX Sensor Signal too low
P103400 	NOX Sensor Signal outside tolerance
P103500 	NOX Sensor Implausible signal
P103600 	Heater activation sensor for NOX Short circuit to B+
P103700 	Heater activation sensor for NOX Short-circuit to ground
P103800 	Heater activation sensor for NOX Open circuit
P103900 	Fuel Injector Group "A" Supply Voltage Circuit Short circuit
P104000 	Fuel Injector Group "A" Supply Voltage Circuit Malfunction
P104100 	Fuel Injector Group "B" Supply Voltage Circuit Short circuit
P104200 	Fuel Injector Group "B" Supply Voltage Circuit Malfunction
P104300 	Fuel Injector Group -C- Supply Voltage Circuit Short circuit
